,price,year,kms,fuel,city,tags,starting_emi,company,car_name,cc
607,725000.0,2013,13000,Diesel,Navi Mumbai,No Tag,12039,Nissan,Evalia  ,
608,2450000.0,2016,63000,Diesel,Navi Mumbai,No Tag,40686,BMW,3 Series,
609,3200000.0,2012,81000,Petrol,Navi Mumbai,No Tag,53141,Porsche,Cayenne  ,
610,850000.0,2020,44710,Petrol,Navi Mumbai,No Tag,14115,Hyundai,Venue  ,1.0
611,375000.0,2016,82373,Petrol,Navi Mumbai,No Tag,6227,Maruti Suzuki,Wagon R,1.0
612,170000.0,2014,59332,Petrol,Navi Mumbai,Home Test Drive,2823,Datsun,GO  ,
613,650000.0,2015,59941,Petrol,Navi Mumbai,Home Test Drive,10794,Honda,City  ,
614,1900000.0,2020,18841,Diesel,Navi Mumbai,No Tag,31552,MG,Hector  ,2.0
615,250000.0,2010,124251,Petrol,Navi Mumbai,Home Test Drive,,Honda,City  ,1.5
616,1950000.0,2021,20106,Diesel,Navi Mumbai,No Tag,32383,MG,Hector  ,2.0
617,3855000.0,2019,18000,Petrol,Navi Mumbai,No Tag,64018,Toyota,Camry  ,
618,1051000.0,2018,34000,Petrol,Navi Mumbai,No Tag,17453,Honda,City  ,
619,440000.0,2013,62715,Petrol,Navi Mumbai,Great Price,7306,Toyota,Corolla Altis,
620,1950000.0,2022,3900,Petrol,Navi Mumbai,No Tag,32383,Skoda,Slavia  ,1.5
621,1950000.0,2022,3900,Petrol,Navi Mumbai,No Tag,32383,Skoda,Slavia  ,1.5
622,1700000.0,2020,25896,Diesel,Navi Mumbai,No Tag,28231,MG,Hector  ,2.0
623,2375000.0,2010,161000,Diesel,Navi Mumbai,No Tag,,Toyota,Land  ,
624,1950000.0,2022,4000,Petrol,Navi Mumbai,No Tag,32383,Skoda,Kushaq  ,1.5
625,270000.0,2010,113635,Petrol,Navi Mumbai,Great Price,,Toyota,Corolla Altis,1.8
626,4075000.0,2021,28000,Diesel,Navi Mumbai,No Tag,67672,Toyota,Fortuner  ,
627,1750000.0,2021,9761,Petrol,Navi Mumbai,No Tag,29061,MG,Hector  ,1.5
628,520000.0,2017,51966,Petrol,Navi Mumbai,Great Price,8635,Maruti Suzuki,Baleno  ,1.2
629,790000.0,2017,39000,Petrol,Navi Mumbai,No Tag,13119,Skoda,Rapid  ,1.6
630,545000.0,2013,109000,Diesel,Navi Mumbai,No Tag,9050,Toyota,Corolla Altis,
631,1775000.0,2015,43359,Petrol,Navi Mumbai,No Tag,29476,Mercedes-Benz,GLA  ,
632,3050000.0,2019,59000,Diesel,Navi Mumbai,Home Test Drive,50650,BMW,X1  ,
633,2299000.0,2021,38000,Diesel,Navi Mumbai,No Tag,38178,Tata,Harrier  ,
634,2275000.0,2013,70000,Diesel,Navi Mumbai,Home Test Drive,37780,Mercedes-Benz,M-Class  ,
635,2450000.0,2016,60000,Diesel,Navi Mumbai,No Tag,40686,Audi,A6  ,
636,1590000.0,2021,17000,Petrol,Navi Mumbai,No Tag,26404,Skoda,Kushaq  ,1.5
637,2675000.0,2019,58000,Diesel,Navi Mumbai,Home Test Drive,44422,Volkswagen,Tiguan  ,
638,7500000.0,2017,22000,Diesel,Navi Mumbai,No Tag,1.25 L,BMW,7 Series,
639,498000.0,2018,70000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Celerio  ,
640,610000.0,2017,38674,Petrol,Navi Mumbai,No Tag,10130,Maruti Suzuki,Swift  ,
641,575000.0,2020,51121,Petrol,Navi Mumbai,No Tag,9548,Maruti Suzuki,Wagon R,1.0
642,445000.0,2017,68421,CNG,Navi Mumbai,No Tag,7389,Maruti Suzuki,Wagon R,1.0
643,720000.0,2018,41189,Petrol,Navi Mumbai,No Tag,11956,Maruti Suzuki,Dzire  ,
644,730000.0,2020,30251,Petrol,Navi Mumbai,No Tag,12122,Maruti Suzuki,Dzire  ,
645,730000.0,2020,30251,Petrol,Navi Mumbai,No Tag,12122,Maruti Suzuki,Dzire  ,
646,720000.0,2018,41189,Petrol,Navi Mumbai,No Tag,11956,Maruti Suzuki,Dzire  ,
647,420000.0,2017,89656,CNG,Navi Mumbai,No Tag,6974,Maruti Suzuki,Wagon R,1.0
648,320000.0,2013,69891,CNG,Navi Mumbai,No Tag,5314,Maruti Suzuki,Wagon R,1.0
649,340000.0,2014,46349,Petrol,Navi Mumbai,No Tag,5646,Maruti Suzuki,Wagon R,1.0
650,420000.0,2016,16398,Petrol,Navi Mumbai,No Tag,6974,Maruti Suzuki,Wagon R,1.0
651,659000.0,2016,60000,Petrol,Navi Mumbai,No Tag,10943,Maruti Suzuki,Ciaz  ,
652,485000.0,2014,32652,Petrol,Navi Mumbai,No Tag,8054,Honda,Mobilio  ,
653,210000.0,2010,125000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,SX4  ,
654,540000.0,2018,44000,Petrol,Navi Mumbai,No Tag,8967,Hyundai,Grand i10,1.2
655,575000.0,2020,49652,CNG,Navi Mumbai,No Tag,9548,Maruti Suzuki,Wagon R,1.0
656,395000.0,2016,51123,Petrol,Navi Mumbai,No Tag,6559,Honda,Brio  ,
657,425000.0,2012,71565,Petrol,Navi Mumbai,Home Test Drive,,Maruti Suzuki,Swift  ,
658,220000.0,2008,104000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Swift  ,
659,235000.0,2010,91178,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Swift  ,
660,185000.0,2011,58000,CNG,Navi Mumbai,No Tag,,Maruti Suzuki,Alto  ,
661,170000.0,2010,93000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Estilo  ,
662,615000.0,2014,87123,CNG,Navi Mumbai,No Tag,10213,Maruti Suzuki,Ertiga  ,
663,375000.0,2013,67000,Petrol,Navi Mumbai,No Tag,6227,Maruti Suzuki,Swift  ,
664,545000.0,2016,21652,Petrol,Navi Mumbai,No Tag,9050,Volkswagen,Polo  ,1.2
665,195000.0,2011,62813,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Alto  ,
666,235000.0,2010,67123,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Swift  ,
667,365000.0,2012,42122,Petrol,Navi Mumbai,No Tag,,Hyundai,i20  ,1.2
668,150000.0,2007,82000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,SX4  ,
669,285000.0,2011,64000,Petrol,Navi Mumbai,No Tag,,Volkswagen,Vento  ,
670,665000.0,2017,42123,Petrol,Navi Mumbai,No Tag,11043,Maruti Suzuki,Ciaz  ,
671,575000.0,2020,65123,CNG,Navi Mumbai,No Tag,9548,Maruti Suzuki,Celerio  ,
672,560000.0,2014,119732,Diesel,Navi Mumbai,Home Test Drive,9299,Honda,Mobilio  ,
673,430000.0,2015,26000,Petrol,Navi Mumbai,No Tag,7140,Hyundai,Grand i10,1.2
674,375000.0,2014,45123,Petrol,Navi Mumbai,No Tag,6227,Tata,Zest  ,
675,125000.0,2007,58000,CNG,Navi Mumbai,No Tag,,Maruti Suzuki,Alto  ,
676,299000.0,2013,69000,CNG,Navi Mumbai,No Tag,4965,Maruti Suzuki,Wagon R,1.0
677,725000.0,2017,75793,Diesel,Navi Mumbai,No Tag,12039,Maruti Suzuki,Vitara Brezza,
678,870000.0,2017,46133,Diesel,Navi Mumbai,No Tag,14447,Hyundai,Creta  ,1.4
679,2010000.0,2021,9357,Electric,Navi Mumbai,Home Test Drive,33379,MG,ZS  ,
680,290000.0,2011,37970,Petrol,Navi Mumbai,Great Price,,Honda,City  ,1.5
681,495000.0,2017,25000,Petrol,Navi Mumbai,No Tag,8220,Maruti Suzuki,Ignis  ,1.2
682,425000.0,2012,25000,Diesel,Navi Mumbai,No Tag,,Volkswagen,Vento  ,
683,2750000.0,2017,44000,Diesel,Navi Mumbai,Home Test Drive,45668,Ford,Endeavour  ,
684,3775000.0,2018,53000,Diesel,Navi Mumbai,Great Price,,Land,Rover  ,
685,2350000.0,2010,161000,Diesel,Navi Mumbai,Great Price,,Toyota,Land  ,
686,1875000.0,2016,64300,Diesel,Navi Mumbai,Home Test Drive,31137,BMW,X1  ,
687,1050000.0,2012,26700,Petrol,Navi Mumbai,No Tag,17437,Audi,A6  ,
688,435000.0,2012,28500,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Swift  ,
689,435000.0,2017,3537,Diesel,Navi Mumbai,No Tag,7223,Tata,Tiago  ,
690,900000.0,2019,29422,Diesel,Navi Mumbai,No Tag,14946,Maruti Suzuki,Vitara Brezza,
691,580000.0,2020,48578,Petrol,Navi Mumbai,No Tag,9631,Maruti Suzuki,Wagon R,1.2
692,310000.0,2015,140873,Petrol,Navi Mumbai,No Tag,5148,Maruti Suzuki,Wagon R,1.0
693,310000.0,2015,140873,Petrol,Navi Mumbai,No Tag,5148,Maruti Suzuki,Wagon R,1.0
694,480000.0,2019,25854,Petrol,Navi Mumbai,No Tag,7971,Hyundai,Santro  ,
695,315000.0,2013,64412,CNG,Navi Mumbai,No Tag,5231,Maruti Suzuki,Wagon R,1.0
696,95000.0,2008,94322,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Estilo  ,
697,210000.0,2012,33000,Petrol,Navi Mumbai,No Tag,,Maruti Suzuki,Alto  ,
698,575000.0,2017,11414,Petrol,Navi Mumbai,No Tag,9548,Hyundai,Elite i20,1.2
699,1575000.0,2018,28406,Petrol,Navi Mumbai,No Tag,26155,Jeep,Compass Limited,1.4
700,495000.0,2020,47285,CNG,Navi Mumbai,No Tag,8220,Maruti Suzuki,Eeco  ,
701,380000.0,2019,16529,Petrol,Navi Mumbai,No Tag,6310,Renault,Kwid  ,1.0
702,545000.0,2017,26289,Petrol,Navi Mumbai,No Tag,9050,Honda,Jazz  ,
703,775000.0,2018,18910,Petrol,Navi Mumbai,No Tag,12870,Honda,City  ,
704,495000.0,2017,57222,Petrol,Navi Mumbai,No Tag,8220,Hyundai,Elite i20,1.2
705,580000.0,2020,41320,Petrol,Navi Mumbai,No Tag,9631,Maruti Suzuki,Wagon R,1.0
706,550000.0,2015,74703,Petrol,Navi Mumbai,No Tag,9133,Honda,City  ,
707,750000.0,2020,12736,Petrol,Navi Mumbai,No Tag,12455,Maruti Suzuki,Dzire  ,
708,420000.0,2013,62500,Petrol,Navi Mumbai,No Tag,6974,Maruti Suzuki,Swift  ,
709,690000.0,2019,16635,Petrol,Navi Mumbai,No Tag,11458,Skoda,Rapid  ,1.6
710,600000.0,2018,73239,Petrol,Navi Mumbai,No Tag,9964,Maruti Suzuki,Dzire  ,
711,725000.0,2017,19690,Petrol,Navi Mumbai,No Tag,12039,Maruti Suzuki,Ciaz  ,
712,460000.0,2021,30830,Petrol,Navi Mumbai,No Tag,7639,Maruti Suzuki,S-Presso  ,
713,435000.0,2016,38553,Petrol,Navi Mumbai,No Tag,7223,Ford,Figo  ,1.2
714,320000.0,2013,64807,Diesel,Navi Mumbai,No Tag,5314,Honda,Amaze  ,1.5
715,340000.0,2014,75963,CNG,Navi Mumbai,No Tag,5646,Maruti Suzuki,Wagon R,1.0
716,520000.0,2015,64101,Petrol,Navi Mumbai,No Tag,8635,Maruti Suzuki,Swift  ,
717,310000.0,2012,116211,Petrol,Navi Mumbai,No Tag,5148,Maruti Suzuki,Wagon R,1.0
718,495000.0,2017,56327,Petrol,Navi Mumbai,No Tag,8220,Maruti Suzuki,Swift  ,
719,510000.0,2016,42751,Petrol,Navi Mumbai,No Tag,8469,Hyundai,Elite i20,1.2
720,540000.0,2020,30811,Petrol,Navi Mumbai,No Tag,8967,Maruti Suzuki,Celerio  ,
721,425000.0,2013,75000,Diesel,Navi Mumbai,No Tag,7057,Hyundai,Verna  ,1.6
722,710000.0,2016,97986,Diesel,Navi Mumbai,No Tag,11790,Maruti Suzuki,S-Cross  ,1.6
723,425000.0,2010,91000,Petrol,Navi Mumbai,No Tag,,Honda,Accord  ,
724,555000.0,2018,24000,Petrol,Navi Mumbai,No Tag,,Tata,Tiago  ,
725,550000.0,2014,58500,Petrol,Navi Mumbai,No Tag,9133,Maruti Suzuki,Ciaz  ,
726,1725000.0,2013,72100,Petrol,Navi Mumbai,No Tag,,MINI,Cooper  ,
727,675000.0,2013,93000,Petrol,Navi Mumbai,No Tag,,Hyundai,Sonata  ,
728,920000.0,2018,22117,Petrol,Mumbai,Home Test Drive,15278,Honda,City  ,
729,1190000.0,2018,50824,Petrol,Mumbai,Home Test Drive,19761,Hyundai,Creta  ,1.6
730,625000.0,2017,24982,Diesel,Mumbai,Home Test Drive,10379,Maruti Suzuki,Swift  ,
731,4200000.0,2021,11725,Petrol,Mumbai,Home Test Drive,69748,MINI,Cooper  ,
732,3100000.0,2021,19742,Diesel,Mumbai,Home Test Drive,,Toyota,Innova  ,
733,711000.0,2015,66684,Petrol,Mumbai,Home Test Drive,11807,Honda,City  ,
734,750000.0,2020,19790,Petrol,Mumbai,Home Test Drive,12455,Renault,Triber  ,
735,395000.0,2016,42398,Petrol,Mumbai,Home Test Drive,6559,Maruti Suzuki,Celerio  ,
736,715000.0,2015,46404,Petrol,Mumbai,Home Test Drive,11873,Honda,City  ,
737,565000.0,2019,18378,Petrol,Mumbai,Home Test Drive,9382,Maruti Suzuki,Wagon R,1.2
738,525000.0,2020,10691,Petrol,Mumbai,Home Test Drive,8718,Renault,Kwid  ,1.0
739,645000.0,2018,12597,Petrol,Mumbai,Home Test Drive,10711,Hyundai,Elite i20,1.2
740,445000.0,2016,24608,Petrol,Mumbai,Home Test Drive,7389,Maruti Suzuki,Celerio  ,
741,540000.0,2016,41179,Petrol,Thane,No Tag,8967,Hyundai,Grand i10,1.2
742,525000.0,2018,10800,Petrol,Thane,No Tag,8718,Hyundai,Grand i10,1.2
743,311000.0,2012,59959,Petrol,Thane,No Tag,,Maruti Suzuki,Swift  ,
744,315000.0,2013,66493,Petrol,Thane,No Tag,5231,Hyundai,i10  ,1.2
745,255000.0,2016,30055,Petrol,Thane,No Tag,,Datsun,redi-GO  ,
746,650000.0,2016,38499,Petrol,Thane,No Tag,,Hyundai,Verna  ,1.6
747,1175000.0,2019,25090,Diesel,Thane,No Tag,19512,Tata,Hexa  ,
748,1881000.0,2017,43236,Diesel,Thane,No Tag,31237,Toyota,Innova  ,
749,575000.0,2015,38002,Petrol,Thane,No Tag,9548,Maruti Suzuki,Swift  ,
750,1150000.0,2021,13120,CNG,Thane,No Tag,19097,Maruti Suzuki,Ertiga  ,
751,1350000.0,2022,7675,CNG,Thane,No Tag,22419,Maruti Suzuki,Ertiga  ,
752,1120000.0,2020,7717,CNG,Thane,No Tag,18599,Maruti Suzuki,Ertiga  ,
753,1151000.0,2021,16692,CNG,Thane,No Tag,19114,Maruti Suzuki,Ertiga  ,
754,790000.0,2017,23493,Petrol,Thane,No Tag,13119,Hyundai,Verna  ,1.6
755,540000.0,2015,19652,Petrol,Thane,No Tag,8967,Toyota,Etios  ,
756,635000.0,2018,22859,Petrol,Thane,No Tag,10545,Hyundai,Elite i20,1.2
757,725000.0,2021,9850,Petrol,Thane,No Tag,12039,Maruti Suzuki,Dzire  ,
758,675000.0,2017,32530,Petrol,Thane,No Tag,11209,Maruti Suzuki,Baleno  ,1.2
759,651000.0,2016,22767,Petrol,Thane,No Tag,10810,Maruti Suzuki,Ciaz  ,
760,799000.0,2017,41865,Diesel,Thane,No Tag,13268,Maruti Suzuki,S-Cross  ,1.3
761,1099000.0,2022,10408,Petrol,Thane,No Tag,18250,Hyundai,Venue  ,1.0
762,570000.0,2019,39519,CNG,Thane,No Tag,9465,Maruti Suzuki,Wagon R,1.0
763,435000.0,2015,39270,Petrol,Thane,No Tag,,Hyundai,Grand i10,1.2
764,665000.0,2020,10952,Petrol,Thane,No Tag,11043,Maruti Suzuki,Swift  ,
765,2100000.0,2020,51713,Diesel,Thane,No Tag,34874,Toyota,Innova  ,
766,1450000.0,2019,25223,Petrol,Thane,No Tag,24079,Hyundai,Creta  ,1.6
767,599000.0,2021,21462,CNG,Thane,No Tag,9947,Maruti Suzuki,Eeco  ,
768,595000.0,2016,67474,Petrol,Thane,No Tag,,Honda,Jazz  ,
769,765000.0,2021,10906,Petrol,Thane,No Tag,12704,Maruti Suzuki,Swift  ,
770,1445000.0,2020,37321,Petrol,Thane,No Tag,23996,Hyundai,Creta  ,1.6
771,895000.0,2018,29632,Diesel,Thane,No Tag,14862,Mahindra,Marazzo  ,
772,1135000.0,2019,36549,Petrol,Thane,No Tag,18848,Honda,City  ,
773,635000.0,2017,38766,Petrol,Thane,No Tag,10545,Maruti Suzuki,Ciaz  ,1.4
774,555000.0,2015,86321,Petrol,Thane,No Tag,9216,Honda,City  ,
775,635000.0,2017,32011,Petrol,Thane,No Tag,10545,Hyundai,Elite i20,1.2
776,495000.0,2014,93004,Petrol,Thane,No Tag,8220,Hyundai,Elite i20,1.2
777,595000.0,2017,44849,Petrol,Thane,No Tag,9880,Ford,EcoSport  ,1.5
778,745000.0,2017,33246,Petrol,Thane,No Tag,12371,Honda,City  ,
779,475000.0,2013,88017,Diesel,Thane,No Tag,7888,Nissan,Terrano  ,
780,595000.0,2014,46200,Petrol,Thane,No Tag,9880,Honda,City  ,
781,680000.0,2019,42687,Petrol,Thane,No Tag,11292,Hyundai,Elite i20,1.2
782,525000.0,2018,41235,Petrol,Thane,No Tag,8718,Maruti Suzuki,Ignis  ,1.2
783,740000.0,2017,48275,Petrol,Thane,No Tag,12288,Maruti Suzuki,Ciaz  ,1.4
784,435000.0,2018,19509,Petrol,Thane,No Tag,7223,Renault,Kwid  ,1.0
785,715000.0,2015,70750,Petrol,Thane,No Tag,11873,Hyundai,Elantra  ,1.8
786,735000.0,2015,68917,CNG,Thane,No Tag,12205,Maruti Suzuki,Ertiga  ,
787,610000.0,2017,45545,Petrol,Thane,No Tag,10130,Hyundai,Elite i20,1.2
788,1025000.0,2020,24087,Petrol,Thane,No Tag,,Hyundai,Venue  ,1.0
789,415000.0,2014,78852,Petrol,Thane,No Tag,6891,Hyundai,Xcent  ,1.2
790,425000.0,2013,68287,Petrol,Thane,No Tag,7057,Honda,Amaze  ,1.2
791,575000.0,2014,60469,Petrol,Thane,No Tag,9548,Maruti Suzuki,Ciaz  ,
792,845000.0,2017,49011,Petrol,Thane,No Tag,14032,Honda,City  ,
793,645000.0,2015,90266,Petrol,Thane,No Tag,10711,Toyota,Corolla Altis,
794,745000.0,2017,45989,Petrol,Thane,No Tag,12371,Maruti Suzuki,Ciaz  ,1.4
795,645000.0,2015,90266,Petrol,Thane,No Tag,10711,Toyota,Corolla Altis,
796,495000.0,2013,52068,Petrol,Thane,No Tag,8220,Hyundai,Verna  ,1.6
797,295000.0,2013,43423,Petrol,Thane,No Tag,4898,Nissan,Micra  ,
798,745000.0,2017,45989,Petrol,Thane,No Tag,12371,Maruti Suzuki,Ciaz  ,1.4
799,315000.0,2012,45759,Petrol,Thane,No Tag,,Toyota,Etios  ,
800,1395000.0,2017,45221,Petrol,Thane,No Tag,,Jeep,Compass Limited,1.4
801,395000.0,2015,28375,Petrol,Thane,No Tag,6559,Honda,Amaze  ,1.2
802,445000.0,2017,46721,CNG,Thane,No Tag,7389,Maruti Suzuki,Wagon R,1.0
803,485000.0,2012,83728,Diesel,Thane,No Tag,,Hyundai,Verna  ,1.6
804,1195000.0,2012,63906,Petrol,Thane,No Tag,,Mercedes-Benz,E-Class  ,
805,395000.0,2012,68434,Petrol,Thane,No Tag,,Honda,City  ,1.5
806,545000.0,2017,52537,Diesel,Thane,No Tag,9050,Nissan,Sunny  ,
807,845000.0,2018,64123,Diesel,Thane,No Tag,14032,Maruti Suzuki,Vitara Brezza,
808,415000.0,2019,17265,CNG,Thane,No Tag,6891,Maruti Suzuki,Alto  ,
809,515000.0,2018,52561,Petrol,Thane,No Tag,8552,Maruti Suzuki,Ignis  ,1.2
810,645000.0,2016,42483,Petrol,Thane,No Tag,10711,Honda,BR-V  ,
811,725000.0,2020,12251,Petrol,Thane,No Tag,12039,Maruti Suzuki,Baleno  ,1.2
812,755000.0,2018,28300,Diesel,Thane,No Tag,12538,Maruti Suzuki,Dzire  ,
813,595000.0,2016,48023,Petrol,Thane,No Tag,9880,Ford,EcoSport  ,1.5
814,315000.0,2012,92073,Petrol,Thane,No Tag,,Nissan,Sunny  ,
815,695000.0,2017,67182,Petrol,Thane,No Tag,11541,Skoda,Rapid  ,1.6
816,435000.0,2014,77545,Diesel,Thane,No Tag,7223,Hyundai,Grand i10,
817,795000.0,2018,53416,Petrol,Thane,No Tag,,Honda,City  ,
818,825000.0,2018,27650,Petrol,Thane,No Tag,13700,Ford,EcoSport  ,1.5
819,795000.0,2019,33369,Petrol,Thane,No Tag,13202,Tata,Nexon  ,
820,825000.0,2018,27650,Petrol,Thane,No Tag,13700,Ford,EcoSport  ,1.5
821,1095000.0,2019,43442,Diesel,Thane,No Tag,18184,Mahindra,XUV300  ,1.5
822,285000.0,2016,40265,Petrol,Thane,No Tag,,Datsun,GO  ,
823,695000.0,2020,38511,Petrol,Thane,No Tag,11541,Maruti Suzuki,Baleno  ,1.2
824,645000.0,2016,64959,Petrol,Thane,No Tag,,Skoda,Rapid  ,1.6
825,575000.0,2016,70616,Petrol,Thane,No Tag,9548,Ford,EcoSport  ,1.5
826,335000.0,2014,41223,Petrol,Thane,No Tag,5563,Hyundai,i10  ,
827,385000.0,2016,36100,Petrol,Thane,No Tag,,Maruti Suzuki,Alto  ,
828,625000.0,2015,28180,Petrol,Thane,No Tag,,Volkswagen,Vento  ,
829,675000.0,2018,15655,Petrol,Thane,No Tag,,Honda,Amaze  ,1.2
830,445000.0,2013,72612,Petrol,Thane,No Tag,,Renault,Duster  ,
831,610000.0,2016,74981,Petrol,Thane,No Tag,10130,Hyundai,i20  ,1.2
832,515000.0,2018,58723,Petrol,Thane,No Tag,,Hyundai,Grand i10,1.2
833,265000.0,2010,71321,Petrol,Thane,No Tag,,Maruti Suzuki,SX4  ,
834,435000.0,2017,28600,Petrol,Thane,No Tag,,Ford,Figo  ,1.2
835,585000.0,2015,46109,Petrol,Thane,No Tag,,Hyundai,Verna  ,1.6
836,765000.0,2018,41907,Petrol,Thane,No Tag,,Ford,EcoSport  ,1.5
837,315000.0,2013,66493,Petrol,Thane,No Tag,5231,Hyundai,i10  ,1.2
838,911000.0,2020,12600,Petrol,Thane,No Tag,15128,Hyundai,Venue  ,1.2
839,465000.0,2016,44115,Petrol,Thane,No Tag,,Maruti Suzuki,Celerio  ,
840,315000.0,2016,3483,Petrol,Thane,No Tag,,Datsun,GO  ,
841,785000.0,2016,71252,CNG,Thane,No Tag,,Maruti Suzuki,Ertiga  ,
842,495000.0,2014,63598,Petrol,Thane,No Tag,,Maruti Suzuki,Swift  ,
843,495000.0,2014,63598,Petrol,Thane,No Tag,,Maruti Suzuki,Swift  ,
844,865000.0,2016,57970,Petrol,Thane,No Tag,14364,Hyundai,Creta  ,1.6
845,1151000.0,2021,8600,Petrol,Thane,No Tag,19114,Kia,Sonet  ,1.0
846,435000.0,2015,57321,CNG,Thane,No Tag,7223,Maruti Suzuki,Celerio  ,
847,1899000.0,2016,63400,Diesel,Thane,No Tag,31536,Toyota,Innova  ,
848,911000.0,2017,45900,Diesel,Thane,No Tag,15128,Hyundai,Verna  ,1.6
849,525000.0,2018,8534,Petrol,Thane,No Tag,,Maruti Suzuki,Celerio  ,
850,320000.0,2013,26300,Petrol,Thane,No Tag,5314,Maruti Suzuki,Wagon R,1.0
851,700000.0,2017,19000,Petrol,Thane,No Tag,11624,Honda,Jazz  ,
852,951000.0,2015,55000,Diesel,Thane,No Tag,15792,Hyundai,Creta  ,1.6
853,529000.0,2014,69147,Diesel,Thane,No Tag,8784,Maruti Suzuki,Swift  ,
854,459000.0,2015,9513,Petrol,Thane,Home Test Drive,7622,Maruti Suzuki,Swift  ,
855,1499000.0,2020,15107,Diesel,Thane,Home Test Drive,24893,Tata,Harrier  ,
856,1099000.0,2016,69249,Diesel,Thane,Home Test Drive,18250,Mahindra,XUV500  ,
857,749000.0,2020,12279,Petrol,Thane,Home Test Drive,12438,Maruti Suzuki,Baleno  ,1.2
858,449000.0,2017,47170,Petrol,Thane,Home Test Drive,7456,Maruti Suzuki,Celerio  ,
859,629000.0,2017,34482,Petrol,Thane,Home Test Drive,10445,Renault,Duster  ,
860,399000.0,2015,24378,Petrol,Thane,No Tag,,Hyundai,Grand i10,1.2
861,649000.0,2015,32078,Petrol,Thane,Home Test Drive,10777,Honda,City  ,
862,829000.0,2018,70261,Diesel,Thane,Home Test Drive,13766,Maruti Suzuki,S-Cross  ,1.3
863,1099000.0,2014,65226,Diesel,Thane,Home Test Drive,18250,Toyota,Innova  ,
864,359000.0,2015,55121,CNG,Thane,Home Test Drive,5961,Maruti Suzuki,Wagon R,1.0
865,475000.0,2014,83297,Petrol,Thane,Great Price,7888,Honda,City  ,
866,731000.0,2019,24645,Petrol,Thane,No Tag,12139,Maruti Suzuki,Baleno  ,1.2
867,731000.0,2019,24645,Petrol,Thane,No Tag,12139,Maruti Suzuki,Baleno  ,1.2
868,1091000.0,2017,52348,Diesel,Thane,No Tag,18117,Tata,Hexa  ,
869,2040000.0,2018,49439,Diesel,Thane,No Tag,33877,Toyota,Innova  ,
870,675000.0,2015,66608,Petrol,Thane,No Tag,11209,Honda,City  ,
871,1425000.0,2019,30811,Petrol,Thane,No Tag,23664,Hyundai,Creta  ,1.6
872,1460000.0,2019,37295,Petrol,Thane,No Tag,24245,Kia,Seltos  ,1.4
873,1850000.0,2020,35438,Diesel,Thane,No Tag,30722,Tata,Harrier  ,
874,595000.0,2013,78000,Diesel,Thane,No Tag,9880,Skoda,Laura  ,2.0
875,2360000.0,2021,22360,Diesel,Thane,No Tag,39191,Tata,Safari  ,
876,1460000.0,2014,68795,Diesel,Thane,No Tag,24245,BMW,X1  ,
877,460000.0,2013,77394,Petrol,Thane,No Tag,7639,Hyundai,Verna  ,1.6
878,1190000.0,2018,32459,Petrol,Thane,No Tag,19761,Hyundai,Creta  ,1.6
879,1890000.0,2018,48969,Diesel,Thane,No Tag,31386,Toyota,Innova  ,
880,960000.0,2019,38545,Diesel,Thane,No Tag,15942,Tata,Nexon  ,
881,325000.0,2016,24921,Petrol,Thane,No Tag,5397,Datsun,GO  ,
882,1050000.0,2016,48397,Diesel,Thane,No Tag,17437,Hyundai,Creta  ,1.6
883,1935000.0,2022,18583,Petrol,Thane,No Tag,32133,Hyundai,Creta  ,1.4
884,821000.0,2021,14698,Diesel,Thane,No Tag,13634,Tata,Altroz  ,
885,470000.0,2018,26659,CNG,Thane,No Tag,7805,Maruti Suzuki,Wagon R,1.0
886,1540000.0,2019,43922,Diesel,Thane,No Tag,25574,Jeep,Compass Longitude,2.0
887,1049000.0,2018,53254,Petrol,Thane,No Tag,17420,Hyundai,Creta  ,1.6
888,465000.0,2015,53776,Petrol,Thane,No Tag,7722,Hyundai,Elite i20,1.2
889,840000.0,2021,13264,Petrol,Thane,No Tag,13949,Nissan,Magnite  ,
890,535000.0,2016,20858,Petrol,Thane,No Tag,8884,Volkswagen,Polo  ,1.2
891,840000.0,2021,13264,Petrol,Thane,No Tag,13949,Nissan,Magnite  ,
892,535000.0,2016,20858,Petrol,Thane,No Tag,8884,Volkswagen,Polo  ,1.2
893,569000.0,2020,27385,Petrol,Thane,No Tag,9449,Tata,Tiago  ,
894,475000.0,2014,60966,Diesel,Thane,No Tag,7888,Renault,Duster  ,
895,1090000.0,2018,51607,Petrol,Thane,No Tag,18101,Hyundai,Creta  ,1.6
896,449000.0,2014,52958,Petrol,Thane,No Tag,7456,Hyundai,Grand i10,1.2
897,649000.0,2015,66795,Petrol,Thane,No Tag,10777,Honda,City  ,
898,1399000.0,2019,31010,Diesel,Thane,No Tag,23232,Tata,Harrier  ,
