,name,price,year,kms,fuel,city,homedrive,emi
2163,Toyota Corolla Altis G Petrol,₹ 12.05 Lakh,2017,"16,326 km",Petrol,Kolkata,,"EMI starts at₹20,011"
2164,Ford EcoSport Trend 1.5L TDCi [2015-2016],₹ 5.08 Lakh,2016,"93,590 km",Diesel,Kolkata,,"EMI starts at₹8,436"
2165,Honda City 1.5 S MT,₹ 4.06 Lakh,2010,"20,691 km",Petrol,Kolkata,Home Test Drive,
2166,Renault Kiger RXZ MT,₹ 7.92 Lakh,2022,"5,944 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,152"
2167,Mahindra Marazzo M2 7 STR,₹ 9.9 Lakh,2021,"36,089 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹16,440"
2168,Mahindra Marazzo M8 7 STR,₹ 9.61 Lakh,2018,"74,762 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹15,959"
2169,Kia Seltos HTE 1.5,₹ 11.93 Lakh,2021,"5,376 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹19,803"
2170,Hyundai Venue S 1.2 Petrol,₹ 8.02 Lakh,2021,"9,299 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,318"
2171,Mahindra KUV100 K4 6 STR,₹ 3.62 Lakh,2017,"58,323 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,011"
2172,Hyundai i20 Active 1.2 S,₹ 5.22 Lakh,2016,"54,562 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,668"
2173,Hyundai i20 Active 1.2 SX,₹ 5.17 Lakh,2015,"59,259 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,587"
2174,Honda Jazz V Petrol,₹ 4.94 Lakh,2015,"47,886 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,200"
2175,Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 3.36 Lakh,2015,"86,628 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹5,574"
2176,Hyundai i20 Active 1.4 S,₹ 4.83 Lakh,2016,"1,36,381 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹8,021"
2177,Volkswagen Vento Highline Diesel,₹ 4.27 Lakh,2012,"80,246 km",Diesel,Kolkata,,
2178,Maruti Suzuki Ciaz VDi+ SHVS,₹ 5.59 Lakh,2017,"72,694 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹9,286"
2179,Hyundai Eon D-Lite,₹ 2.09 Lakh,2013,"34,418 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,479"
2180,Maruti Suzuki Ciaz VDi+ SHVS,₹ 4.5 Lakh,2015,"89,218 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹7,473"
2181,Mahindra KUV100 K6 6 STR,₹ 3.37 Lakh,2016,"35,985 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,596"
2182,Honda City V,₹ 10.59 Lakh,2021,"19,524 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹17,586"
2183,Maruti Suzuki Wagon R 1.0 VXI,₹ 2.88 Lakh,2014,"74,046 km",Petrol,Kolkata,,"EMI starts at₹4,782"
2184,Hyundai Creta SX Plus 1.6  Petrol,₹ 7.18 Lakh,2016,"84,946 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹11,923"
2185,Hyundai Xcent S 1.2 (O),₹ 3.13 Lakh,2014,"70,443 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,197"
2186,Maruti Suzuki Ignis Delta 1.2 MT,₹ 5.44 Lakh,2020,"1,290 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,034"
2187,Maruti Suzuki Baleno Zeta 1.2,₹ 6.41 Lakh,2019,"12,423 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,644"
2188,Tata Altroz XZ Petrol,₹ 7.24 Lakh,2021,"9,288 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹12,023"
2189,Hyundai i20 Magna 1.2,₹ 2.14 Lakh,2010,"45,189 km",Petrol,Kolkata,Home Test Drive,
2190,Maruti Suzuki Alto 800 Lxi,₹ 2.12 Lakh,2013,"84,301 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,522"
2191,Honda Amaze 1.2 S i-VTEC,₹ 3.3 Lakh,2015,"51,623 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,483"
2192,Hyundai i20 Sportz 1.2 (O),₹ 2.2 Lakh,2011,"18,852 km",Petrol,Kolkata,Home Test Drive,
2193,Honda City SV,₹ 4.3 Lakh,2014,"29,856 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,140"
2194,Maruti Suzuki Baleno Zeta 1.2 AT,₹ 6.03 Lakh,2017,"56,272 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,013"
2195,Maruti Suzuki Ciaz VXi+,₹ 4.6 Lakh,2016,"31,349 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,639"
2196,Maruti Suzuki Estilo LXi BS-IV,₹ 1.92 Lakh,2010,"62,021 km",Petrol,Kolkata,Home Test Drive,
2197,Honda WR-V S MT Petrol,₹ 6.22 Lakh,2017,"17,884 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,330"
2198,Hyundai Creta E Plus 1.6 Petrol,₹ 7.39 Lakh,2016,"46,397 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹12,272"
2199,Hyundai i10 Magna 1.2,₹ 1.78 Lakh,2010,"48,124 km",Petrol,Kolkata,Home Test Drive,
2200,Skoda Rapid Ambition 1.6 TDI CR MT,₹ 4.41 Lakh,2014,"60,556 km",Diesel,Kolkata,,"EMI starts at₹7,321"
2201,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 6.15 Lakh,2021,"3,240 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,208"
2202,Hyundai Creta 1.6 Base Petrol,₹ 6.68 Lakh,2016,"84,686 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹11,096"
2203,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 6.14 Lakh,2019,"14,547 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,196"
2204,Honda WR-V VX MT Diesel,₹ 6.58 Lakh,2017,"91,709 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹10,927"
2205,Honda WR-V VX MT Petrol,₹ 6.56 Lakh,2017,"49,841 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,893"
2206,Honda City V,₹ 10.59 Lakh,2021,"19,524 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹17,586"
2207,Mahindra Marazzo M8 7 STR,₹ 10.61 Lakh,2018,"32,683 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹17,618"
2208,Renault Kiger RXZ MT,₹ 7.92 Lakh,2022,"5,944 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,152"
2209,Mahindra Marazzo M2 7 STR,₹ 9.9 Lakh,2021,"36,089 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹16,440"
2210,Mahindra Marazzo M8 7 STR,₹ 9.61 Lakh,2018,"74,762 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹15,959"
2211,Kia Seltos HTE 1.5,₹ 11.93 Lakh,2021,"5,376 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹19,803"
2212,Hyundai Venue S 1.2 Petrol,₹ 8.02 Lakh,2021,"9,299 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,318"
2213,Mahindra KUV100 K4 6 STR,₹ 3.62 Lakh,2017,"58,323 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,011"
2214,Hyundai i20 Active 1.2 S,₹ 5.22 Lakh,2016,"54,562 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,668"
2215,Hyundai i20 Active 1.2 SX,₹ 5.17 Lakh,2015,"59,259 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,587"
2216,Honda Jazz V Petrol,₹ 4.94 Lakh,2015,"47,886 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,200"
2217,Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 3.36 Lakh,2015,"86,628 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹5,574"
2218,Maruti Suzuki Ciaz VDi+ SHVS,₹ 5.59 Lakh,2017,"72,694 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹9,286"
2219,Maruti Suzuki Ciaz VDi+ SHVS,₹ 4.5 Lakh,2015,"89,218 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹7,473"
2220,Toyota Etios G,₹ 2.76 Lakh,2011,"90,795 km",Petrol,Kolkata,,
2221,Mahindra KUV100 K6 Plus 6 STR,₹ 3.46 Lakh,2017,"51,310 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,744"
2222,Mercedes-Benz CLA 200 CDI Sport,₹ 29 Lakh,2017,"28,000 km",Diesel,Chennai,,"EMI starts at₹48,159"
2223,BMW 3 Series Gran Limousine 320Ld Luxury Line,₹ 57.5 Lakh,2021,"22,600 km",Diesel,Chennai,,"EMI starts at₹95,488"
2224,Hyundai Creta EX 1.5 Petrol [2020-2022],₹ 11.5 Lakh,2020,"14,000 km",Petrol,Chennai,,"EMI starts at₹19,097"
2225,Mercedes-Benz C-Class C 300d AMG line,₹ 45 Lakh,2019,"43,785 km",Diesel,Chennai,Home Test Drive,"EMI starts at₹74,730"
2226,Chevrolet Enjoy 1.3 LTZ 7 STR,₹ 5.7 Lakh,2013,"39,000 km",Diesel,Chennai,,"EMI starts at₹9,465"
2227,Land Rover Discovery Sport HSE Luxury,₹ 35 Lakh,2016,"69,000 km",Diesel,Chennai,,"EMI starts at₹58,123"
2228,Mercedes-Benz S-Class (W222) S 350D [2018-2020],₹ 1.65 Crore,2021,"8,000 km",Diesel,Chennai,,EMI starts at₹2.74 L
2229,Audi A8 L 3.0 TDI quattro,₹ 28.75 Lakh,2012,"40,000 km",Diesel,Chennai,,
2230,MG Hector Sharp 1.5 Petrol CVT,₹ 18.5 Lakh,2021,"18,000 km",Petrol,Chennai,,"EMI starts at₹30,722"
2231,Honda City ZX Petrol [2019-2019],₹ 13.5 Lakh,2020,"12,000 km",Petrol,Chennai,,"EMI starts at₹22,419"
2232,Mahindra XUV300 W8 (O) 1.5 Diesel,₹ 13.5 Lakh,2022,"21,000 km",Diesel,Chennai,,"EMI starts at₹22,419"
2233,Hyundai i20 Asta 1.2 IVT,₹ 9.9 Lakh,2021,"17,000 km",Petrol,Chennai,,"EMI starts at₹16,440"
2234,Hyundai Venue SX (O) 1.0 Turbo iMT,₹ 11.75 Lakh,2021,"11,000 km",Petrol,Chennai,,"EMI starts at₹19,512"
2235,Kia Sonet HTX 1.0 iMT [2020-2021],₹ 10.9 Lakh,2021,"32,800 km",Petrol,Chennai,,"EMI starts at₹18,101"
2236,Nissan Kicks XV 1.5 [2019-2020],₹ 10.5 Lakh,2019,"45,731 km",Petrol,Chennai,,"EMI starts at₹17,437"
2237,Nissan Kicks XV Pre (O) 1.5 D [2019],₹ 11.5 Lakh,2019,"54,000 km",Diesel,Chennai,Great Price,"EMI starts at₹19,097"
2238,Kia Carens Luxury Plus 1.4 Petrol 6 STR,₹ 18.5 Lakh,2022,"11,000 km",Petrol,Chennai,,"EMI starts at₹30,722"
2239,Hyundai i20 Sportz 1.2 MT,₹ 6.75 Lakh,2020,"39,900 km",Petrol,Chennai,Great Price,"EMI starts at₹11,209"
2240,Hyundai Creta SX 1.6 Petrol,₹ 11.3 Lakh,2019,"30,852 km",Petrol,Chennai,,"EMI starts at₹18,765"
2241,Tata Altroz XZ Urban Petrol,₹ 7.95 Lakh,2020,"27,600 km",Petrol,Chennai,,"EMI starts at₹13,202"
2242,Jeep Compass Limited 2.0 Diesel [2017-2020],₹ 15.9 Lakh,2018,"59,700 km",Diesel,Chennai,,"EMI starts at₹26,404"
2243,Hyundai Elite i20 Sportz Plus 1.2 CVT [2019-2020],₹ 7.9 Lakh,2019,"30,000 km",Petrol,Chennai,,"EMI starts at₹13,119"
2244,Renault Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],₹ 11.9 Lakh,2020,"16,600 km",Petrol,Chennai,Great Price,
2245,Kia Seltos GTX Plus AT 1.4 [2019-2020],₹ 14.9 Lakh,2019,"57,600 km",Petrol,Chennai,,"EMI starts at₹24,743"
2246,Tata Zest XM 75 PS Diesel,₹ 5.5 Lakh,2015,"1,01,785 km",Diesel,Chennai,Home Test Drive,"EMI starts at₹9,133"
2247,Nissan Micra Active XV Safety Pack,₹ 3.75 Lakh,2016,"80,375 km",Petrol,Chennai,,"EMI starts at₹6,227"
2248,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.5 Lakh,2014,"45,260 km",Petrol,Chennai,,"EMI starts at₹5,812"
2249,Tata Tiago Revotron XT [2016-2019],₹ 5.02 Lakh,2019,"29,314 km",Petrol,Chennai,,"EMI starts at₹8,336"
2250,Hyundai Eon Era +,₹ 3.35 Lakh,2017,"43,886 km",Petrol,Chennai,,"EMI starts at₹5,563"
2251,Hyundai Elite i20 Asta 1.2 [2016-2017],₹ 6.12 Lakh,2016,"41,329 km",Petrol,Chennai,,"EMI starts at₹10,163"
2252,Maruti Suzuki S-Presso VXi,₹ 4.47 Lakh,2020,"47,857 km",Petrol,Chennai,,"EMI starts at₹7,423"
2253,Hyundai Elite i20 Asta 1.2 [2016-2017],₹ 6.12 Lakh,2016,"41,329 km",Petrol,Chennai,,"EMI starts at₹10,163"
2254,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 3.47 Lakh,2015,"71,769 km",Petrol,Chennai,,"EMI starts at₹5,762"
2255,Maruti Suzuki Vitara Brezza VXi,₹ 8.53 Lakh,2020,"72,255 km",Petrol,Chennai,,"EMI starts at₹14,165"
2256,Toyota Etios G,₹ 4.02 Lakh,2011,"80,464 km",Petrol,Chennai,,
2257,Honda Jazz VX CVT Petrol,₹ 8.27 Lakh,2019,"27,321 km",Petrol,Chennai,,"EMI starts at₹13,733"
2258,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.57 Lakh,2020,"13,209 km",Petrol,Chennai,,"EMI starts at₹7,589"
2259,Maruti Suzuki Swift DZire ZDI,₹ 6.46 Lakh,2015,"70,858 km",Diesel,Chennai,,"EMI starts at₹10,727"
2260,Hyundai Eon Sportz,₹ 3.61 Lakh,2018,"47,262 km",Petrol,Chennai,,"EMI starts at₹5,995"
2261,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.62 Lakh,2014,"71,856 km",Petrol,Chennai,,"EMI starts at₹6,011"
2262,Renault Duster 85 PS RxL Plus,₹ 7.19 Lakh,2017,"87,548 km",Diesel,Chennai,,"EMI starts at₹11,940"
2263,Honda City V,₹ 6.13 Lakh,2016,"77,885 km",Petrol,Chennai,,"EMI starts at₹10,179"
2264,Maruti Suzuki Wagon R 1.0 VXi,₹ 3.44 Lakh,2013,"60,951 km",Petrol,Chennai,,"EMI starts at₹5,712"
2265,Renault Triber RXZ [2019-2020],₹ 6.6 Lakh,2019,"52,695 km",Petrol,Chennai,,"EMI starts at₹10,960"
2266,Hyundai Eon Era +,₹ 3.02 Lakh,2017,"53,240 km",Petrol,Chennai,,"EMI starts at₹5,015"
2267,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.39 Lakh,2016,"39,987 km",Petrol,Chennai,,"EMI starts at₹7,290"
2268,Ford EcoSport Titanium+ 1.0L EcoBoost Black Edition,₹ 7.76 Lakh,2017,"33,843 km",Petrol,Chennai,,"EMI starts at₹12,886"
2269,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.69 Lakh,2018,"13,131 km",Petrol,Chennai,,"EMI starts at₹7,788"
2270,Volkswagen Polo Comfortline 1.2L (P),₹ 5.33 Lakh,2016,"76,865 km",Petrol,Chennai,,"EMI starts at₹8,851"
2271,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.69 Lakh,2014,"41,007 km",Petrol,Chennai,,"EMI starts at₹6,127"
2272,Maruti Suzuki Swift VXi [2014-2017],₹ 6.8 Lakh,2020,"19,365 km",Petrol,Chennai,,"EMI starts at₹11,292"
2273,Maruti Suzuki Swift LXi [2021-2023],₹ 5.97 Lakh,2021,"60,539 km",Petrol,Chennai,,"EMI starts at₹9,914"
2274,Renault Kwid RXT [2015-2019],₹ 4.6 Lakh,2021,"22,507 km",Petrol,Chennai,,"EMI starts at₹7,639"
2275,Hyundai Eon Era +,₹ 3.05 Lakh,2016,"36,031 km",Petrol,Chennai,,"EMI starts at₹5,065"
2276,Volkswagen Polo Highline Plus 1.0L TSI,₹ 8.86 Lakh,2020,"70,402 km",Petrol,Chennai,,"EMI starts at₹14,713"
2277,Hyundai i20 Active 1.2 SX,₹ 5.59 Lakh,2016,"65,235 km",Petrol,Chennai,,"EMI starts at₹9,283"
2278,Tata Nexon XM,₹ 9.11 Lakh,2020,"27,499 km",Petrol,Chennai,,"EMI starts at₹15,128"
2279,Hyundai i10 Magna 1.2 Kappa2,₹ 3.37 Lakh,2014,"75,619 km",Petrol,Chennai,,"EMI starts at₹5,596"
2280,Honda WR-V VX MT Diesel,₹ 8.63 Lakh,2018,"44,004 km",Diesel,Chennai,,"EMI starts at₹14,331"
2281,Renault Kwid 1.0 RXT AMT Opt,₹ 4.48 Lakh,2020,"9,299 km",Petrol,Chennai,,"EMI starts at₹7,439"
2282,Maruti Suzuki Alto 800 Vxi Plus,₹ 4.31 Lakh,2021,"23,479 km",Petrol,Chennai,,"EMI starts at₹7,157"
2283,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.86 Lakh,2017,"56,377 km",Petrol,Chennai,,"EMI starts at₹8,070"
2284,Maruti Suzuki Swift VXi [2014-2017],₹ 6.44 Lakh,2020,"30,956 km",Petrol,Chennai,,"EMI starts at₹10,694"
2285,Hyundai Creta 1.6 S Petrol,₹ 9.71 Lakh,2017,"55,275 km",Petrol,Chennai,,"EMI starts at₹16,125"
2286,Maruti Suzuki Vitara Brezza VDi,₹ 8.24 Lakh,2019,"86,649 km",Diesel,Chennai,,"EMI starts at₹13,683"
2287,Maruti Suzuki Alto K10 VXi,₹ 4.07 Lakh,2019,"26,094 km",Petrol,Chennai,,
2288,Ford EcoSport Titanium 1.5L TDCi,₹ 6.33 Lakh,2016,"83,143 km",Diesel,Chennai,,"EMI starts at₹10,512"
2289,Mahindra XUV300 W8 1.2 Petrol,₹ 11.5 Lakh,2021,"9,335 km",Petrol,Chennai,,"EMI starts at₹19,097"
2290,Hyundai i20 Sportz 1.2,₹ 3.99 Lakh,2013,"61,664 km",Petrol,Chennai,,"EMI starts at₹6,626"
2291,Hyundai Elite i20 Asta 1.4 CRDI,₹ 6.43 Lakh,2017,"88,857 km",Diesel,Chennai,,"EMI starts at₹10,678"
2292,Maruti Suzuki Dzire LXi,₹ 6.34 Lakh,2020,"12,814 km",Petrol,Chennai,,"EMI starts at₹10,528"
2293,Hyundai Eon Era +,₹ 3.23 Lakh,2017,"42,748 km",Petrol,Chennai,,"EMI starts at₹5,363"
2294,Maruti Suzuki Vitara Brezza ZDi Plus,₹ 9.19 Lakh,2018,"44,890 km",Diesel,Chennai,,"EMI starts at₹15,261"
2295,Maruti Suzuki Alto 800 Lxi,₹ 3.36 Lakh,2019,"24,166 km",Petrol,Chennai,,"EMI starts at₹5,579"
2296,Maruti Suzuki Ignis Delta 1.2 MT,₹ 5.1 Lakh,2018,"74,801 km",Petrol,Chennai,,"EMI starts at₹8,469"
2297,Hyundai Xcent S 1.2 (O),₹ 6.59 Lakh,2018,"59,072 km",Petrol,Chennai,,"EMI starts at₹10,943"
2298,Hyundai i20 Sportz 1.2 IVT,₹ 8.19 Lakh,2021,"29,004 km",Petrol,Chennai,,"EMI starts at₹13,600"
2299,Tata Altroz XE Rhytm Petrol,₹ 5.96 Lakh,2020,"17,164 km",Petrol,Chennai,,"EMI starts at₹9,897"
2300,Hyundai Creta 1.6 SX Plus Petrol Special Edition,₹ 8.87 Lakh,2016,"64,208 km",Petrol,Chennai,,"EMI starts at₹14,730"
2301,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.47 Lakh,2019,"19,113 km",Petrol,Chennai,,"EMI starts at₹9,083"
2302,Maruti Suzuki Swift VXi [2014-2017],₹ 6.48 Lakh,2020,"17,816 km",Petrol,Chennai,,"EMI starts at₹10,761"
2303,Volkswagen Ameo Trendline 1.0L (P),₹ 5.31 Lakh,2019,"63,623 km",Petrol,Chennai,,"EMI starts at₹8,818"
2304,Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 4.96 Lakh,2017,"40,558 km",Petrol,Chennai,,"EMI starts at₹8,236"
2305,Maruti Suzuki Wagon R 1.0 VXI,₹ 4.4 Lakh,2016,"17,866 km",Petrol,Chennai,,"EMI starts at₹7,306"
2306,Kia Seltos HTK 1.5 Diesel [2020-2021],₹ 11.99 Lakh,2019,"65,187 km",Diesel,Chennai,,"EMI starts at₹19,911"
2307,Maruti Suzuki Ritz Vdi BS-IV,₹ 3.36 Lakh,2014,"65,203 km",Diesel,Chennai,,"EMI starts at₹5,579"
2308,Tata Nexon XMA Petrol,₹ 7.48 Lakh,2019,"48,266 km",Petrol,Chennai,,"EMI starts at₹12,421"
2309,Hyundai Verna EX 1.6 CRDi AT [2017-2018],₹ 11.99 Lakh,2018,"46,056 km",Diesel,Chennai,,"EMI starts at₹19,911"
2310,Renault Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],₹ 12.7 Lakh,2021,"12,441 km",Petrol,Chennai,,"EMI starts at₹21,090"
2311,Jeep Compass Limited 2.0 Diesel [2017-2020],₹ 12.81 Lakh,2017,"95,103 km",Diesel,Chennai,,"EMI starts at₹21,273"
2312,Hyundai i20 Asta (O) 1.5 MT Diesel,₹ 11.14 Lakh,2021,"36,502 km",Diesel,Chennai,,"EMI starts at₹18,499"
2313,Maruti Suzuki Swift VDi,₹ 6.58 Lakh,2019,"46,592 km",Diesel,Chennai,,"EMI starts at₹10,927"
2314,Maruti Suzuki Wagon R 1.0 VXi,₹ 3.74 Lakh,2013,"45,434 km",Petrol,Chennai,,"EMI starts at₹6,210"
2315,Ford EcoSport Titanium 1.5L TDCi Black Edition,₹ 7.82 Lakh,2017,"85,977 km",Diesel,Chennai,,"EMI starts at₹12,986"
2316,Skoda Rapid Style 1.5 TDI,₹ 8.41 Lakh,2017,"88,556 km",Diesel,Chennai,,"EMI starts at₹13,966"
2317,Maruti Suzuki Wagon R 1.0 VXI,₹ 4.51 Lakh,2018,"36,616 km",Petrol,Chennai,,"EMI starts at₹7,489"
2318,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 4.81 Lakh,2016,"73,423 km",Petrol,Chennai,,"EMI starts at₹7,987"
2319,Hyundai Verna 1.6 CRDI SX,₹ 9.43 Lakh,2019,"85,328 km",Diesel,Chennai,,"EMI starts at₹15,660"
2320,Ford EcoSport Ambiente 1.5L Ti-VCT,₹ 5.25 Lakh,2016,"69,152 km",Petrol,Chennai,,"EMI starts at₹8,718"
2321,Hyundai Tucson GL 2WD AT Diesel,₹ 18.78 Lakh,2018,"26,548 km",Diesel,Chennai,,"EMI starts at₹31,187"
2322,Hyundai Verna 1.6 VTVT SX,₹ 9.28 Lakh,2018,"49,112 km",Petrol,Chennai,,"EMI starts at₹15,411"
2323,Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 6.59 Lakh,2018,"82,045 km",Diesel,Chennai,,"EMI starts at₹10,943"
2324,Hyundai Verna 1.6 VTVT SX,₹ 8.98 Lakh,2018,"47,436 km",Petrol,Chennai,,"EMI starts at₹14,912"
2325,Maruti Suzuki Vitara Brezza ZDi Plus,₹ 9.01 Lakh,2018,"57,133 km",Diesel,Chennai,,"EMI starts at₹14,962"
2326,Hyundai Verna 1.6 VTVT SX,₹ 9.25 Lakh,2018,"21,302 km",Petrol,Chennai,,"EMI starts at₹15,361"
2327,Maruti Suzuki Celerio VXi [2017-2019],₹ 4.89 Lakh,2018,"16,773 km",Petrol,Chennai,,"EMI starts at₹8,120"
2328,Honda City V CVT Petrol [2017-2019],₹ 7.74 Lakh,2017,"44,232 km",Petrol,Chennai,,"EMI starts at₹12,853"
2329,Honda City V,₹ 9.29 Lakh,2019,"58,303 km",Petrol,Chennai,,
2330,Datsun GO A [2014-2017],₹ 4.98 Lakh,2019,"84,564 km",Petrol,Chennai,Quality Report,"EMI starts at₹8,270"
2331,Maruti Suzuki Wagon R 1.0 VXI,₹ 4.37 Lakh,2017,"27,375 km",Petrol,Chennai,,"EMI starts at₹7,257"
2332,Maruti Suzuki Baleno RS,₹ 6.94 Lakh,2019,"26,512 km",Petrol,Chennai,,"EMI starts at₹11,525"
2333,Toyota Glanza V,₹ 8.6 Lakh,2021,"85,945 km",Petrol,Chennai,,"EMI starts at₹14,281"
2334,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 4.05 Lakh,2015,"56,889 km",Petrol,Chennai,Great Price,"EMI starts at₹6,725"
2335,Volkswagen Polo Highline1.2L (P),₹ 5.5 Lakh,2015,"40,838 km",Petrol,Chennai,,"EMI starts at₹9,133"
2336,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.08 Lakh,2016,"42,286 km",Petrol,Chennai,,"EMI starts at₹6,775"
2337,Kia Seltos GTX 1.4,₹ 14.41 Lakh,2019,"78,653 km",Petrol,Chennai,,"EMI starts at₹23,930"
2338,Ford Freestyle Titanium Plus 1.5 TDCi [2018-2020],₹ 8.42 Lakh,2021,"27,104 km",Diesel,Chennai,,"EMI starts at₹13,982"
2339,Kia Seltos HTK Plus 1.5 [2019-2020],₹ 11.12 Lakh,2020,"52,483 km",Petrol,Chennai,,"EMI starts at₹18,466"
2340,Renault Kwid 1.0 RXT [2016-2019],₹ 4.34 Lakh,2018,"28,769 km",Petrol,Chennai,,"EMI starts at₹7,207"
2341,Hyundai Elite i20 Sportz 1.2,₹ 5.96 Lakh,2017,"41,485 km",Petrol,Chennai,,"EMI starts at₹9,897"
2342,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.37 Lakh,2019,"21,826 km",Petrol,Chennai,,"EMI starts at₹8,917"
2343,Maruti Suzuki Vitara Brezza ZXi Plus,₹ 9.11 Lakh,2020,"40,298 km",Petrol,Chennai,,"EMI starts at₹15,128"
2344,Maruti Suzuki Swift VXi [2014-2017],₹ 6.43 Lakh,2019,"31,508 km",Petrol,Chennai,,"EMI starts at₹10,678"
2345,Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.75 Lakh,2019,"30,767 km",Petrol,Chennai,,"EMI starts at₹12,870"
2346,Maruti Suzuki Alto K10 VXi,₹ 2.63 Lakh,2014,"53,558 km",Petrol,Chennai,,"EMI starts at₹4,367"
2347,Mahindra Thar LX Hard Top Petrol AT,₹ 15.86 Lakh,2021,"10,507 km",Petrol,Chennai,,"EMI starts at₹26,338"
2348,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.6 Lakh,2014,"22,900 km",Petrol,Chennai,,"EMI starts at₹5,978"
2349,Maruti Suzuki Alto K10 VXi,₹ 2.63 Lakh,2014,"53,558 km",Petrol,Chennai,,"EMI starts at₹4,367"
2350,Maruti Suzuki Celerio ZXi [2017-2019],₹ 4.82 Lakh,2018,"45,592 km",Petrol,Chennai,,"EMI starts at₹8,004"
2351,Maruti Suzuki Swift VXi,₹ 5.34 Lakh,2017,"26,095 km",Petrol,Chennai,,"EMI starts at₹8,867"
